,gender,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,ChurnYes
1268,Male,64,Yes,Yes,DSL,No,Yes,Yes,No,Two year,Bank transfer (automatic),0.575621891,0.553888761,0
1269,Male,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Electronic check,0.914427861,0.741893607,1
1270,Male,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.968159204,0.82393838,0
1271,Male,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.063681592,0.179517655,0
1272,Female,53,No,No phone service,DSL,Yes,Yes,Yes,No,One year,Electronic check,0.351741294,0.330071544,0
1273,Male,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.011940299,0.007760212,0
1274,Male,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,0.6960199,0.477804062,0
1275,Female,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,Two year,Bank transfer (automatic),0.824875622,0.763852989,0
1276,Female,55,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Mailed check,0.38358209,0.356940919,0
1277,Female,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Two year,Electronic check,0.807462687,0.825,0
1278,Female,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.01840796,0.150871221,0
1279,Male,36,No,No phone service,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),0.42238806,0.255683129,0
1280,Male,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.026865672,0.05496769,0
1281,Female,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.96119403,0.957667898,0
1282,Female,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.009950249,0.076275098,0
1283,Male,1,Yes,No,DSL,No,No,No,Yes,Month-to-month,Mailed check,0.443283582,0.005077314,0
1284,Female,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Two year,Electronic check,0.868159204,0.868359105,0
1285,Male,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.015920398,0.134946919,0
1286,Male,7,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.708955224,0.075917378,1
1287,Female,1,Yes,No,DSL,No,No,Yes,Yes,One year,Credit card (automatic),0.555721393,0.00638126,0
1288,Female,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,0.888059701,0.371994,0
1289,Male,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.012935323,0.140935841,0
1290,Male,63,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),0.502985075,0.472253635,0
1291,Male,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),0.658706468,0.678634895,0
1292,Male,8,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,0.564676617,0.070868913,1
1293,Female,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.65920398,0.597092084,0
1294,Male,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.924875622,0.86683591,0
1295,Male,6,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.263681592,0.029096469,1
1296,Female,70,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),0.62039801,0.627902146,0
1297,Female,20,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.621393035,0.184098777,0
1298,Female,5,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.570646766,0.044276483,0
1299,Female,24,No,No phone service,DSL,Yes,Yes,No,Yes,One year,Electronic check,0.391542289,0.155660051,0
1300,Female,11,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.256716418,0.053646434,1
1301,Male,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Credit card (automatic),0.918905473,0.916616663,0
1302,Female,66,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),0.397512438,0.437572121,0
1303,Female,45,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Mailed check,0.624378109,0.405585045,0
1304,Female,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.014427861,0.159023771,0
1305,Male,15,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.670149254,0.153098315,1
1306,Female,28,Yes,No,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.410945274,0.187820217,0
1307,Female,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),0.968159204,0.935702746,1
1308,Female,36,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Mailed check,0.570149254,0.307102469,0
1309,Male,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.680099502,0.145649665,1
1310,Female,18,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.666169154,0.177140549,1
1311,Female,34,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.790049751,0.367960997,1
1312,Male,42,No,No phone service,DSL,No,Yes,No,Yes,One year,Credit card (automatic),0.267164179,0.234277637,0
1313,Male,48,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,Bank transfer (automatic),0.524378109,0.416616663,0
1314,Male,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,0.908457711,0.589170321,1
1315,Female,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Electronic check,0.709452736,0.39875952,1
1316,Female,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.026368159,0.021174706,0
1317,Male,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.016915423,0.014851142,0
1318,Female,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.06318408,0.00779483,0
1319,Male,8,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Electronic check,0.482089552,0.064643434,0
1320,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.011940299,7.50E-05,1
1321,Male,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,Mailed check,0.761691542,0.359191092,0
1322,Male,60,Yes,No,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),0.473631841,0.451130856,0
1323,Female,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),0.016915423,0.01949573,0
1324,Female,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.063681592,0.195170782,0
1325,Female,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.020895522,0.006640895,1
1326,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.507462687,0.005821602,1
1327,Female,43,No,No phone service,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),0.328358209,0.246111239,0
1328,Male,59,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Bank transfer (automatic),0.808457711,0.685702746,1
1329,Female,23,Yes,No,DSL,No,No,Yes,No,Month-to-month,Electronic check,0.358208955,0.138789522,0
1330,Female,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.011442786,0.170511193,0
1331,Male,22,Yes,No,DSL,Yes,No,Yes,No,One year,Credit card (automatic),0.378109453,0.146942072,0
1332,Female,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Mailed check,0.068656716,0.000732749,0
1333,Male,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.056716418,0.195511193,0
1334,Male,50,No,No phone service,DSL,Yes,No,Yes,No,One year,Mailed check,0.170646766,0.19964228,0
1335,Female,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Electronic check,0.069154229,0.000738518,1
1336,Male,2,Yes,No,DSL,No,No,No,No,Month-to-month,Mailed check,0.266169154,0.008960305,1
1337,Female,15,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),0.568159204,0.126442419,0
1338,Male,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.021393035,0.068116778,0
1339,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.018905473,0.000155781,1
1340,Male,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Credit card (automatic),0.86318408,0.820961228,1
1342,Male,3,Yes,No,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.362686567,0.01738403,1
1343,Female,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.017412935,0.014170321,0
1344,Male,64,Yes,No,DSL,Yes,No,No,Yes,One year,Credit card (automatic),0.545273632,0.538870298,0
1345,Female,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.02238806,0.062802908,0
1346,Female,57,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Credit card (automatic),0.820895522,0.688460651,0
1347,Female,14,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.686567164,0.143064851,1
1348,Male,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.016915423,0.040930072,0
1349,Male,10,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.613930348,0.096745904,1
1350,Female,51,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Electronic check,0.312437811,0.292470575,0
1351,Female,67,Yes,Yes,DSL,Yes,Yes,No,No,Two year,Mailed check,0.471641791,0.496659358,0
1352,Male,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.021890547,0.02677129,0
1353,Male,72,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),0.424875622,0.522761366,0
1354,Male,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,0.020895522,0.154708054,0
1355,Female,18,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,0.697512438,0.186995153,1
1356,Female,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.012437811,0.018468728,0
1357,Female,9,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),0.566666667,0.070972767,0
1358,Male,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),0.927363184,0.611158551,0
1359,Male,10,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.51641791,0.082702516,0
1360,Female,9,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.76119403,0.100519271,1
1361,Female,13,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.764179104,0.146688207,1
1362,Male,4,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.599004975,0.035916224,1
1363,Male,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.516915423,0.025288484,1
1364,Female,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.733830846,0.744934226,0
1365,Female,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.669154229,0.508094853,0
1366,Male,59,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),0.226865672,0.28085622,1
1367,Male,10,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.670149254,0.091743596,1
1368,Male,61,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.635820896,0.563818371,0
1369,Male,54,Yes,No,Fiber optic,Yes,No,Yes,No,One year,Electronic check,0.658208955,0.515260789,0
1370,Female,33,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,0.424378109,0.232523656,0
1371,Female,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.019900498,0.05993538,0
1372,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.606467662,0.006969767,1
1373,Male,23,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Mailed check,0.766666667,0.250876991,0
1374,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.015920398,0.000121163,0
1375,Male,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Mailed check,0.657711443,0.443024463,0
1376,Female,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.015920398,0.096468959,0
1377,Male,5,Yes,No,DSL,No,No,No,Yes,One year,Mailed check,0.514925373,0.037918301,1
1378,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),0.637313433,0.668861066,0
1379,Female,58,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Bank transfer (automatic),0.483084577,0.455988922,0
1380,Female,70,No,No phone service,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),0.262189055,0.350721209,0
1381,Male,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),0.79800995,0.706946688,0
1382,Male,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.521890547,0.012739441,0
1383,Female,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.066666667,0.132367874,0
1384,Female,1,Yes,Yes,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.315422886,0.003594507,1
1385,Female,22,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.507462687,0.177152089,1
1386,Female,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Two year,Credit card (automatic),0.838308458,0.563749135,0
1387,Male,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Credit card (automatic),0.67960199,0.647790215,0
1388,Male,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.060199005,0.187450958,0
1389,Female,12,Yes,No,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.399004975,0.083285253,0
1390,Female,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.756218905,0.369114932,1
1391,Female,72,Yes,No,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),0.502487562,0.561897069,0
1392,Male,29,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.672139303,0.279419571,0
1393,Male,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),0.01840796,0.069438034,0
1394,Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.020895522,0.00017886,0
1395,Female,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,0.920895522,0.78723171,0
1396,Male,41,Yes,Yes,DSL,No,No,No,Yes,One year,Electronic check,0.544776119,0.34414955,1
1397,Female,64,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Credit card (automatic),0.813930348,0.719524579,1
1398,Female,4,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.64278607,0.034710362,0
1399,Female,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Electronic check,0.657711443,0.221468959,0
1400,Female,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.012935323,0.031813986,0
1401,Male,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.016915423,0.004558043,0
1402,Female,4,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Credit card (automatic),0.811442786,0.04893261,1
1403,Female,18,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.166666667,0.061643203,1
1404,Male,8,Yes,No,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.47761194,0.060887376,0
1405,Female,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.050248756,0.089810755,0
1406,Female,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.574626866,0.006600508,1
1407,Male,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.070149254,0.190976229,0
1408,Male,8,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,Mailed check,0.261691542,0.037462497,0
1409,Female,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Credit card (automatic),0.854228856,0.853156012,0
1410,Female,43,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.739303483,0.463904916,0
1411,Female,2,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.752238806,0.01754558,1
1412,Male,29,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),0.827860697,0.338079852,0
1413,Female,15,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.65721393,0.148811447,1
1414,Male,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Credit card (automatic),0.75920398,0.699278791,0
1415,Male,35,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,0.768656716,0.392268636,0
1416,Male,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,Credit card (automatic),0.81641791,0.759866144,0
1417,Female,58,No,No phone service,DSL,No,No,Yes,Yes,Two year,Credit card (automatic),0.370646766,0.363270252,0
1418,Female,18,Yes,No,DSL,No,Yes,No,No,Month-to-month,Credit card (automatic),0.314427861,0.097732518,0
1419,Male,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),0.709452736,0.733244865,0
1420,Male,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.008955224,0.133654512,0
1421,Female,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.811442786,0.688547196,0
1422,Male,9,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.658208955,0.082356335,1
1423,Female,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.943283582,0.905867759,0
1424,Male,15,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.824378109,0.171388184,1
1425,Female,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.016915423,0.105919686,0
