"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"1393","Male",0,"Yes","Yes",33,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",0.018407960199005,0.0694380336948996,"No"
"1394","Female",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0208955223880598,0.000178859912300904,"No"
"1395","Female",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",0.92089552238806,0.787231710131549,"No"
"1396","Male",0,"Yes","No",41,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",0.544776119402985,0.344149549965382,"Yes"
"1397","Female",0,"No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",0.813930348258706,0.719524578813755,"Yes"
"1398","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",0.642786069651741,0.0347103623355643,"No"
"1399","Female",0,"No","No",24,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",0.65771144278607,0.221468959150704,"No"
"1400","Female",0,"Yes","Yes",14,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",0.0129353233830846,0.031813985691207,"No"
"1401","Male",0,"No","Yes",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0169154228855722,0.00455804292637895,"No"
"1402","Female",1,"No","No",4,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",0.811442786069652,0.0489326102007846,"Yes"
"1403","Female",0,"No","Yes",18,"No","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",0.166666666666667,0.0616432033233325,"Yes"
"1404","Male",0,"No","No",8,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.477611940298507,0.0608873759519963,"No"
"1405","Female",0,"No","No",35,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0502487562189055,0.0898107546734364,"No"
"1406","Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.574626865671642,0.00660050773136395,"Yes"
"1407","Male",0,"No","Yes",66,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",0.0701492537313433,0.190976228940688,"No"
"1408","Male",0,"No","Yes",8,"No","No","DSL","Yes","No","No","Yes","No","Yes","Two year","Yes","Mailed check",0.261691542288557,0.0374624971151627,"No"
"1409","Female",0,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",0.854228855721393,0.853156012000923,"No"
"1410","Female",0,"Yes","Yes",43,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.739303482587065,0.463904915762751,"No"
"1411","Female",1,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.752238805970149,0.0175455804292638,"Yes"
"1412","Male",1,"No","No",29,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.827860696517413,0.338079852296331,"No"
"1413","Female",0,"Yes","No",15,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",0.657213930348259,0.148811447034387,"Yes"
"1414","Male",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",0.759203980099502,0.699278790676206,"No"
"1415","Male",0,"No","No",35,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check",0.76865671641791,0.392268636048927,"No"
"1416","Male",0,"No","No",64,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",0.816417910447761,0.759866143549504,"No"
"1417","Female",0,"Yes","Yes",58,"No","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.370646766169154,0.363270251557812,"No"
"1418","Female",1,"No","No",18,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.314427860696517,0.0977325178859912,"No"
"1419","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.709452736318408,0.733244864989615,"No"
"1420","Male",0,"Yes","Yes",63,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",0.008955223880597,0.13365451188553,"No"
"1421","Female",0,"Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.811442786069652,0.688547195938149,"No"
"1422","Male",1,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",0.658208955223881,0.0823563351027002,"Yes"
"1423","Female",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.943283582089552,0.905867759058389,"No"
"1424","Male",0,"Yes","No",15,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.824378109452736,0.171388183706439,"Yes"
"1425","Female",0,"No","Yes",48,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",0.0169154228855722,0.105919686129702,"No"
"1426","Male",0,"Yes","No",12,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",0.556218905472637,0.0833833371797831,"No"
"1427","Male",1,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",0.733830845771144,0.757719824601892,"No"
"1428","Male",1,"No","No",44,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",0.553233830845771,0.358135241172398,"No"
"1429","Male",0,"No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.320398009950249,0.00365220401569348,"Yes"
"1430","Male",0,"Yes","Yes",45,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0616915422885572,0.123407569813063,"No"
"1431","Female",0,"No","No",23,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",0.0651741293532338,0.0688379875375029,"No"
"1432","Female",0,"Yes","No",43,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",0.463681592039801,0.333417955227325,"No"
"1433","Male",0,"No","No",35,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.0248756218905473,0.0832102469420725,"No"
"1434","Male",0,"Yes","No",9,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",0.504477611940298,0.066357027463651,"No"
"1435","Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",0.812935323383085,0.128542580198477,"Yes"
"1436","Female",1,"Yes","No",65,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",0.906965174129353,0.831831294714978,"No"
"1437","Female",0,"No","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",0.727860696517413,0.0201707823678744,"Yes"
"1438","Male",0,"No","No",27,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.305970149253731,0.146843987999077,"No"
"1439","Female",0,"No","No",40,"Yes","No","DSL","No","No","Yes","No","No","No","One year","Yes","Mailed check",0.318407960199005,0.231335102700208,"No"
"1440","Female",1,"No","No",5,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.570149253731343,0.0381779367643665,"Yes"
"1441","Male",0,"Yes","Yes",8,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",0.0164179104477612,0.0155954304177244,"No"
"1442","Female",1,"Yes","No",58,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",0.791542288557214,0.627740595430418,"No"
"1443","Female",0,"Yes","Yes",52,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","No","Electronic check",0.816417910447761,0.603006000461574,"No"
"1444","Male",0,"Yes","No",3,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",0.37363184079602,0.0156646665128087,"No"
"1445","Male",0,"No","Yes",41,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",0.924378109452736,0.517926378952227,"No"
"1446","Male",0,"No","No",20,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",0.799004975124378,0.232304408031387,"No"
"1447","Male",0,"No","Yes",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.316417910447761,0.00360604661897069,"No"
"1448","Male",0,"No","Yes",4,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",0.622388059701492,0.036193168705285,"Yes"
"1449","Male",0,"No","No",23,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0258706467661692,0.0525155781213939,"No"
"1450","Female",1,"No","No",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.0124378109452737,0.0101546272790215,"No"
"1451","Male",0,"Yes","Yes",8,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0109452736318409,0.0154396492037849,"No"
"1452","Male",0,"No","No",18,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Mailed check",0.509950248756219,0.136233556427417,"No"
"1453","Male",1,"No","No",52,"No","No","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",0.303980099502488,0.292666743595661,"No"
"1454","Male",0,"No","No",31,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.758706467661691,0.341610893145627,"No"
"1455","Male",0,"Yes","Yes",29,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0238805970149254,0.0733960304638818,"No"
"1456","Female",0,"Yes","No",36,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",0.87363184079602,0.440295407339026,"No"
"1457","Female",0,"Yes","No",16,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.813432835820895,0.174930763904916,"Yes"
"1458","Male",0,"Yes","No",42,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",0.896019900497512,0.527042464804985,"No"
"1459","Male",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0228855721393035,0.000201938610662354,"Yes"
"1460","Female",0,"No","No",60,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",0.809950248756219,0.683389106854373,"No"
"1461","Male",0,"No","No",5,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.667164179104478,0.0467747519039926,"Yes"
"1462","Male",0,"Yes","No",22,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","No","Credit card (automatic)",0.772636815920398,0.255729286868221,"No"
"1463","Male",0,"Yes","No",36,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",0.0174129353233831,0.0747692130163859,"No"
"1464","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.518905472636816,0.0302561735518117,"Yes"
"1465","Male",0,"No","No",9,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Mailed check",0.464676616915423,0.0610431571659358,"No"
"1466","Male",0,"Yes","Yes",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",0.560696517412935,0.00643895684283403,"No"
"1467","Male",0,"Yes","Yes",12,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.307960199004975,0.0637375951996307,"No"
"1468","Female",0,"No","No",23,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Mailed check",0.552238805970149,0.200530810062312,"No"
"1469","Male",0,"No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Bank transfer (automatic)",0.73681592039801,0.659202630971613,"No"
"1470","Male",0,"No","No",37,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",0.801492537313433,0.398886452804062,"Yes"
"1471","Female",0,"No","No",8,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.00945273631840805,0.0159300715439649,"No"
"1472","Male",0,"Yes","No",31,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Credit card (automatic)",0.700497512437811,0.307454419570736,"No"
"1473","Male",0,"Yes","Yes",13,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.558706467661692,0.10130971613201,"Yes"
"1474","Female",0,"No","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.800995024875622,0.275617355181168,"Yes"
"1475","Male",0,"Yes","Yes",45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.773134328358209,0.51209900761597,"No"
"1476","Female",1,"Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",0.867164179104478,0.805463881837064,"No"
"1477","Male",0,"No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0199004975124379,0.00207708285252711,"No"
"1478","Male",0,"Yes","Yes",61,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",0.873134328358209,0.753392568659128,"Yes"
"1479","Male",0,"No","No",41,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.860199004975124,0.499376875144242,"Yes"
"1480","Female",0,"No","No",44,"No","No","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",0.306467661691542,0.259196861297023,"No"
"1481","Male",0,"No","No",39,"No","No","DSL","No","No","Yes","Yes","No","No","One year","No","Mailed check",0.172139303482587,0.148897992153243,"No"
"1482","Male",0,"Yes","Yes",72,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.466169154228856,0.546445880452343,"No"
"1483","Female",1,"No","No",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.782089552238806,0.140405031156243,"No"
"1484","Female",0,"Yes","Yes",51,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",0.512437810945274,0.408919916916686,"No"
"1485","Female",1,"Yes","No",71,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",0.80547263681592,0.830250403877221,"No"
"1486","Male",1,"No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.780597014925373,0.238189476113547,"Yes"
"1487","Female",0,"No","No",2,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",0.366169154228856,0.00968728363720285,"Yes"
"1488","Female",0,"No","No",56,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",0.881094527363184,0.680313870297715,"No"
"1489","Male",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",0.328358208955224,0.00374451880913916,"No"
"1490","Female",0,"Yes","Yes",23,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check",0.393034825870647,0.145863143318717,"No"
"1491","Female",1,"Yes","No",66,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",0.523383084577114,0.544663051003923,"No"
"1492","Female",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0129353233830846,8.65451188553071e-05,"No"
"1493","Male",1,"No","No",19,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.696019900497512,0.202746365105008,"Yes"
"1494","Male",0,"No","No",11,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.609452736318408,0.0896434341103162,"No"
"1495","Female",0,"Yes","Yes",8,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",0.0149253731343284,0.0145626586660512,"Yes"
"1496","Female",0,"Yes","Yes",52,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",0.795024875621891,0.574036464343411,"No"
"1497","Male",0,"No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.0199004975124379,0.00492153242557117,"No"
